-0.05047292	-0.05075588	-0.05097454	-0.05089415	-0.05075588	-0.05054366	-0.05067549	-0.05057903	-0.05086521	-0.05081698	-0.05126715	-0.05114496	-0.05105493	-0.05087807	-0.05071087	-0.05125750	-0.05074624	-0.05069800	-0.05066263	-0.05080733	-0.05087486	-0.05096811	-0.05042468	-0.05024462	-0.05060797	-0.05076231	-0.05086199	-0.05077839	-0.05059189	-0.05093917	-0.05093595	-0.05134111	-0.05092630	-0.05073659	-0.05056295	-0.05020603	-0.05100026	-0.05025748	-0.05057581	-0.05133467	-0.05117068	-0.05125107	-0.05071087	-0.05096811	-0.05085878	-0.05076553	-0.05084592	-0.05083949	-0.05073659	-0.05082662	-0.05092952	-0.05105493	-0.05098418	-0.05082662	-0.05088129	-0.05094238	-0.05060154	-0.05080412	-0.05068193	-0.05068514	-0.05048578	-0.05085878	-0.05097132	-0.05091023	-0.05080090	-0.05090058	-0.05059511	-0.05084592	-0.05094238	-0.05123178	-0.05083949	-0.05095846	-0.05140220	-0.05081055	-0.05092630	-0.05085556
-0.05078482	-0.05128966	-0.05116104	-0.05107100	-0.05079447	-0.05086843	-0.05107100	-0.05101312	-0.05088772	-0.05086843	-0.05114496	-0.05095203	-0.05112567	-0.05064977	-0.05070443	-0.05054044	-0.05081698	-0.05057260	-0.05039896	-0.05052115	-0.05078161	-0.05113853	-0.05092309	-0.05065620	-0.05112245	-0.05098740	-0.05100669	-0.05096811	-0.05078804	-0.05113853	-0.05104849	-0.05096489	-0.05044076	-0.05093595	-0.05119962	-0.05088450	-0.05073337	-0.05123499	-0.05091666	-0.05090701	-0.05117711	-0.05056617	-0.05084270	-0.05098740	-0.05112245	-0.05116104	-0.05103242	-0.05132503	-0.05118676	-0.05083305	-0.05065299	-0.05087164	-0.05069800	-0.05056295	-0.05094560	-0.05102277	-0.05107422	-0.05083949	-0.05098418	-0.05085878	-0.05079447	-0.05064977	-0.05082984	-0.05066906	-0.05100348	-0.05070122	-0.05108065	-0.05121892	-0.05069800	-0.05054044	-0.05114496	-0.05102599	-0.05078482	-0.05022532	-0.05074945	-0.05078482
-0.05053080	-0.05063691	-0.05045684	-0.05050186	-0.05064012	-0.05071730	-0.05150510	-0.05109351	-0.05109994	-0.05107743	-0.05085235	-0.05105814	-0.05090701	-0.05109351	-0.05077839	-0.05061440	-0.05108386	-0.05093595	-0.05093274	-0.05051793	-0.05069800	-0.05042147	-0.05056295	-0.05108708	-0.05128001	-0.05083627	-0.05109030	-0.05090380	-0.05083627	-0.05067549	-0.05039253	-0.05062726	-0.05094881	-0.05091344	-0.05107422	-0.05093917	-0.05078482	-0.05081376	-0.05091023	-0.05072694	-0.05048256	-0.05082662	-0.05066585	-0.05053723	-0.05094881	-0.05099705	-0.05121892	-0.05144079	-0.05086521	-0.05076553	-0.05100991	-0.05085878	-0.05032822	-0.05092309	-0.05068514	-0.05136040	-0.05075588	-0.05093595	-0.05076231	-0.05049543	-0.05072694	-0.05055652	-0.05089736	-0.05103563	-0.05108386	-0.05068514	-0.05077518	-0.05086521	-0.05039896	-0.05075588	-0.05109351	-0.05106457	-0.05100991	-0.05082019	-0.05078482	-0.05124142
-0.05123821	-0.05085556	-0.05060475	-0.05101955	-0.05049543	-0.05080090	-0.05045684	-0.05105171	-0.05051150	-0.05059832	-0.05073337	-0.05061440	-0.05093595	-0.05100348	-0.05036681	-0.05127680	-0.05125750	-0.05073980	-0.05084270	-0.05064977	-0.05088450	-0.05094238	-0.05103242	-0.05124464	-0.05126393	-0.05107743	-0.05079447	-0.05083305	-0.05095524	-0.05092952	-0.05103885	-0.05055331	-0.05071087	-0.05113210	-0.05132824	-0.05115461	-0.05076231	-0.05106779	-0.05090058	-0.05128644	-0.05108386	-0.05099383	-0.05084270	-0.05052437	-0.05073659	-0.05092630	-0.05082341	-0.05112567	-0.05076231	-0.05082984	-0.05063691	-0.05065299	-0.05105814	-0.05057903	-0.05091344	-0.05137648	-0.05093917	-0.05095524	-0.05079125	-0.05087164	-0.05089736	-0.05092309	-0.05082341	-0.05048256	-0.05106779	-0.05094238	-0.05062083	-0.05085556	-0.05069800	-0.05125429	-0.05132181	-0.05109673	-0.05110316	-0.05137005	-0.05111602	-0.05080090
-0.05119641	-0.05117068	-0.05068514	-0.05054687	-0.05111924	-0.05120927	-0.05137005	-0.05134111	-0.05125107	-0.05107422	-0.05074945	-0.05090380	-0.05107100	-0.05119319	-0.05119641	-0.05075910	-0.05069157	-0.05055009	-0.05068193	-0.05067871	-0.05071730	-0.05095846	-0.05094238	-0.05102277	-0.05097132	-0.05085878	-0.05100991	-0.05110316	-0.05064656	-0.05100026	-0.05103242	-0.05102277	-0.05107743	-0.05108708	-0.05135718	-0.05070443	-0.05066585	-0.05139577	-0.05127036	-0.05079447	-0.05075588	-0.05104528	-0.05132503	-0.05128966	-0.05094238	-0.05076874	-0.05096168	-0.05095846	-0.05118676	-0.05080090	-0.05108708	-0.05113531	-0.05067549	-0.05017709	-0.05057903	-0.05102920	-0.05095524	-0.05078161	-0.05060475	-0.05110637	-0.05100026	-0.05070122	-0.05097132	-0.05094881	-0.05095524	-0.05089415	-0.05110637	-0.05119641	-0.05128644	-0.05113531	-0.05124786	-0.05093595	-0.05131538	-0.05122535	-0.05132824	-0.05115139
-0.05078161	-0.05073659	-0.05112245	-0.05137648	-0.05109030	-0.05064656	-0.05073016	-0.05062405	-0.05119641	-0.05106457	-0.05064656	-0.05066906	-0.05056938	-0.05136040	-0.05119641	-0.05056938	-0.05105493	-0.05088772	-0.05061440	-0.05116104	-0.05098740	-0.05158870	-0.05121570	-0.05057260	-0.05099705	-0.05122535	-0.05052437	-0.05087164	-0.05087807	-0.05100669	-0.05124786	-0.05116747	-0.05133467	-0.05100348	-0.05177841	-0.05102599	-0.05048900	-0.05079768	-0.05043433	-0.05060797	-0.05128001	-0.05102599	-0.05071408	-0.05105171	-0.05124464	-0.05060797	-0.05090380	-0.05119641	-0.05090701	-0.05073659	-0.05068836	-0.05093595	-0.05082984	-0.05089093	-0.05047613	-0.05082341	-0.05077839	-0.05062083	-0.05074945	-0.05097454	-0.05100348	-0.05108708	-0.05079125	-0.05082019	-0.05076553	-0.05069800	-0.05087807	-0.05123499	-0.05096811	-0.05113853	-0.05085556	-0.05082019	-0.05060475	-0.05102277	-0.05048900	-0.05097454
-0.05048578	-0.05055331	-0.05111602	-0.05069800	-0.05113210	-0.05101634	-0.05110637	-0.05093595	-0.05077196	-0.05069800	-0.05034108	-0.05081376	-0.05076874	-0.05088450	-0.05089415	-0.05105171	-0.05097454	-0.05096489	-0.05124464	-0.05117390	-0.05074624	-0.05084913	-0.05115461	-0.05156941	-0.05122213	-0.05100348	-0.05090701	-0.05081055	-0.05072694	-0.05063048	-0.05094238	-0.05104206	-0.05099705	-0.05104849	-0.05091023	-0.05062083	-0.05076231	-0.05108386	-0.05097775	-0.05082341	-0.05093274	-0.05078804	-0.05102277	-0.05097132	-0.05049864	-0.05071408	-0.05079125	-0.05141185	-0.05104206	-0.05040861	-0.05058868	-0.05099383	-0.05091023	-0.05098740	-0.05110316	-0.05093917	-0.05116104	-0.05052758	-0.05104528	-0.05073337	-0.05037967	-0.05041825	-0.05073659	-0.05100991	-0.05081055	-0.05134111	-0.05133789	-0.05099383	-0.05106136	-0.05087807	-0.05097132	-0.05058868	-0.05092630	-0.05136040	-0.05127036	-0.05129930
-0.05042468	-0.05061762	-0.05073337	-0.05091987	-0.05063048	-0.05087486	-0.05091666	-0.05067549	-0.05091344	-0.05087807	-0.05115461	-0.05130573	-0.05072373	-0.05125107	-0.05106457	-0.05126393	-0.05117390	-0.05111280	-0.05086521	-0.05082662	-0.05074302	-0.05110316	-0.05080412	-0.05083305	-0.05110316	-0.05123499	-0.05093595	-0.05083305	-0.05100991	-0.05071408	-0.05092630	-0.05067549	-0.05076553	-0.05109351	-0.05073016	-0.05020603	-0.05076553	-0.05106457	-0.05060154	-0.05085235	-0.05112888	-0.05084270	-0.05099061	-0.05060797	-0.05075588	-0.05099383	-0.05074945	-0.05137005	-0.05112888	-0.05096489	-0.05105171	-0.05121249	-0.05147616	-0.05111924	-0.05076553	-0.05072694	-0.05082662	-0.05069800	-0.05075910	-0.05082341	-0.05100026	-0.05063048	-0.05050829	-0.05112567	-0.05093917	-0.05089736	-0.05090701	-0.05090380	-0.05067871	-0.05089736	-0.05124142	-0.05137326	-0.05150831	-0.05141185	-0.05112245	-0.05075267
-0.05069157	-0.05034751	-0.05108386	-0.05118033	-0.05126072	-0.05102277	-0.05102277	-0.05064334	-0.05122535	-0.05138934	-0.05169803	-0.05101955	-0.05117390	-0.05158227	-0.05112245	-0.05104206	-0.05096489	-0.05164979	-0.05100991	-0.05133146	-0.05086843	-0.05105814	-0.05153725	-0.05124464	-0.05132181	-0.05123499	-0.05108708	-0.05088450	-0.05113531	-0.05120605	-0.05135075	-0.05107743	-0.05100026	-0.05141828	-0.05125107	-0.05136683	-0.05139898	-0.05091023	-0.05114817	-0.05117068	-0.05102599	-0.05096811	-0.05110637	-0.05111280	-0.05093917	-0.05124142	-0.05082984	-0.05116747	-0.05105493	-0.05054366	-0.05099061	-0.05118033	-0.05124142	-0.05110316	-0.05106779	-0.05125429	-0.05131538	-0.05093274	-0.05106779	-0.05121892	-0.05066906	-0.05080412	-0.05112888	-0.05119641	-0.05114174	-0.05123821	-0.05111280	-0.05131860	-0.05156941	-0.05134754	-0.05134432	-0.05109994	-0.05066906	-0.05064012	-0.05086199	-0.05081376
-0.05061762	-0.05087164	-0.05052758	-0.05064012	-0.05100669	-0.05068836	-0.05145043	-0.05194884	-0.05201958	-0.05128323	-0.05130895	-0.05133467	-0.05151153	-0.05114496	-0.05120605	-0.05110637	-0.05098097	-0.05101634	-0.05091344	-0.05074945	-0.05070122	-0.05068193	-0.05077196	-0.05127036	-0.05137969	-0.05093274	-0.05104849	-0.05110959	-0.05090701	-0.05088450	-0.05144722	-0.05083305	-0.05066906	-0.05053401	-0.05116104	-0.05074945	-0.05077839	-0.05121892	-0.05132181	-0.05120927	-0.05093917	-0.05071730	-0.05057260	-0.05147616	-0.05106136	-0.05118355	-0.05122535	-0.05104849	-0.05110959	-0.05107743	-0.05150510	-0.05135397	-0.05128323	-0.05139898	-0.05091344	-0.05071408	-0.05117711	-0.05079125	-0.05124786	-0.05162407	-0.05117711	-0.05093917	-0.05058868	-0.05087486	-0.05061762	-0.05120927	-0.05092630	-0.05125107	-0.05143114	-0.05131860	-0.05105493	-0.05084913	-0.05081376	-0.05085556	-0.05120927	-0.05114496
